station_code,station_name,state,zone,latitude,longitude,address
DON,DERAWAN HALT,Jharkhand,SER,23.230256999999998,76.104438,"Derawan, Jharkhand"
BSP,BILASPUR JN,,,22.057473,82.167585,
DMJ,Dharmaj,Gujarat,WR,,,"State Highway 6, Gujarat"
DLB,DAULATABAD,Maharashtra,SCR,19.916367,75.210494,"Maharashtra., Maharashtra"
DHT,DHAMARA GHAT,Bihar,ECR,25.590821,86.599522,"Bihar, Bihar"
DLGN,DHALGAON,Maharashtra,CR,17.120967200000003,74.9887134,"Jath Rd, Maharashtra"
DKY,DHOKI,Maharashtra,CR,18.353216,76.10298900000001,"Dhoki Town, Maharashtra"
DLSR,DALHOGI ROAD,,?,32.289064,75.75084299999999,
DRBR,Deoraha Baba Road,,NER,26.283979000000002,83.87109099999999,
DLR,DULLAHAPUR,Uttar Pradesh,NER,25.799898,83.423264,"SH 67, Uttar Pradesh"
DCAB,DCAB,,,21.226612,81.477969,
DKE,DIHAKHO,Assam,NFR,25.427907,93.126587,"Diakkawn Rd, Assam"
CABN,BHILAI CABIN,,,21.236052,81.499084,
DNEA,DANEA,,ECR,23.799131,85.658334,
DPLN,Diplana,Rajasthan,NWR,29.182572629698868,74.88112287595868,"State Highway 36, Rajasthan"
KMI,KUMHARI,,,21.243782,81.516054,
DOW,Davol,,WR,22.39911,72.953112,
DHR,DHARNAODA,Rajasthan,WCR,24.592205,77.09925299999999,"Dharnawada, Rajasthan"
SZB,SARONA CABIN,,,21.2532719083,81.5736163281,
DHPR,DAPPAR,Punjab,NR,30.5176409515,76.8075098584,"National Highway 22, Punjab"
R,RAIPUR JN,,,21.256462000000003,81.629328,
WRC,W R S COLONY PH,,,21.277967999999998,81.639183,
URK,URKURA,,,21.289034,81.644569,
DUMR,Dumra,Bihar,ECR,26.576993,85.533639,"NH 77, Bihar"
DISA,DISA,Gujarat,WR,24.237125199999998,72.1796003,"Disa, Gujarat"
CKV,CHERUKUVADA,Andhra Pradesh,SCR,16.58967159,81.42156278,"Cherukawada, Andhra Pradesh"
LKO,LUCKNOW,,,26.830675,80.925291,
DLI,OLD DELHI,Delhi NCT,NR,28.661815999999998,77.228356,"Shyama Prasad Mukherji Marg, Delhi NCT"
DOLK,Dholikua,Gujarat,WR,,,"Gujarat, Gujarat"
MDH,MANDHAR,,,21.33807,81.704606,
SLH,SILIARI,,,21.426336000000003,81.755534,
BKTH,BAIKUNTH,,,21.4976724,81.7800294,
CHV,CHARVATTUR,Kerala,SR,12.213321,75.15435,"Kasaragod district, Kerala"
CDRA,CHANDERA,Kerala,SR,12.179818,75.168292,"Kasaragod, Kerala"
BYL,BELHA,,,21.961973,82.077189,
PUG,PUNGGUDI,,,10.748083000000001,78.620151,
TPJ,TIRUCHIRAPPALLI,,,10.794067,78.685355,
CHBT,CHAKARBHATHA,,,22.003082,82.112168,
DTRD,Diyatara Road,Rajasthan,?,27.733596247399998,72.8399187915,"Diyatra, Rajasthan"
IB,IB,,,21.815777,83.94878100000001,
DSNB,Darsana Border,Bangladesh,?,,,"Chuadanga, Bangladesh"
KGP,KHARAGPUR JN,,,22.341431999999998,87.32845599999999,
FLR,PHULESWAR,,,22.4778756365,88.11604889590001,
DHH,Dinhata,West Bengal,NFR,26.0707762,89.5868746,"Dinhata, West Bengal"
DKDP,Dakshin Durgapur,West Bengal,ER,22.308871,88.399338,"Dakshin Durgapur, West Bengal"
DJRZ,To Darjeeling,West Bengal,NFR,26.8521353,88.3332302,"Darjeeling, West Bengal"
DJG,DULIAJAN,Assam,NFR,27.367712,95.30695200000001,"Duliajan, Assam"
DKM,DIKOM,Assam,NFR,27.4642265659,95.0806742816,"A T Rd, Assam"
DHNA,Dhachna,Bihar,NFR,25.6464732123,87.9869386938,"National Highway 34, Bihar"
JTIN,Jethian,,,24.929548151899997,85.3141277319,
DURP,Durgapuri,Madhya Pradesh,NCR,,,"Khojeepura, Madhya Pradesh"
DMR,Dharmanagar,Tripura,NFR,24.366946,92.16824700000001,"Dharmanagar, Tripura"
DPDP,Dhapdhapi,West Bengal,ER,22.315994,88.459855,"Dhapdhapi, West Bengal"
ENB,Ellenabad,Rajasthan,NWR,29.44410399265112,74.6579341054894,"State Highway 23, Rajasthan"
DLCR,Dullabcherra,Assam,NFR,24.505297000000002,92.477671,"Anipur Nivia Rd, Assam"
DVH,Devi Halt,Madhya Pradesh,SECR,21.706411,78.86207,"Devi, Madhya Pradesh"
DGX,Dagaon,Assam,NFR,26.444446,92.61368900000001,"Mathaouri Rd, Assam"
DKWA,Dokwa,Rajasthan,NWR,28.579787000000003,75.32336400000001,"National Highway 65, Rajasthan"
DUH,Dudda,Karnataka,SWR,13.08842214,76.2042468,"Dudda, Karnataka"
DHI,Dhule,Maharashtra,CR,20.887752,74.768847,"Dhule, Maharashtra"
DHU,Dhubulia,West Bengal,ER,23.483546,88.441145,"Nadia, West Bengal"
DOGL,Donigal,Karnataka,SWR,12.9040478098,75.73412167570001,"Mangalore - Bangalore Hwy, Karnataka"
DSM,DARASURAM,Tamil Nadu,SR,10.944384000000001,79.35638399999999,"Kumbakonam, Tamil Nadu"
DWX,DEWAS,Madhya Pradesh,WR,22.977556,76.051191,"Dewas, Madhya Pradesh"
DOR,DUNDARA,Rajasthan,NWR,25.895799,72.796892,"Dhundhara, Rajasthan"
DMH,Dauram Madhepura,Bihar,ECR,25.908513,86.782638,"Madhepura, Bihar"
DPK,Dholipal,Rajasthan,NWR,29.76082671390587,74.25159995444119,"Dholipal, Rajasthan"
AHO,ADARSHNAGAR,Rajasthan,NWR,26.411579930800002,74.653432493,"Ajmer, Rajasthan"
DNN,Dina Nagar,Punjab,NR,32.134789,75.467351,"Dinanagar, Punjab"
DPC,Darliput,Orissa,ECoR,18.365186,82.74651899999999,"Darliput, Orissa"
DWK,DWARKA,Gujarat,WR,22.251023,68.980434,"Dwarka, Gujarat"
RJN,RAJ NANDGAON,,,21.101186000000002,81.039019,
DWM,Darwha Moti Bagh Junction,Maharashtra,CR,,,"Darwha, Maharashtra"
DOZ,DAURAI,Rajasthan,NWR,26.395604000000002,74.619546,"Madar, Rajasthan"
PMS,PARMALKASA,,,21.140859000000003,81.09869,
DOC,Daun Kalan,Punjab,NR,30.3792190643,76.4585689563,"National Highway 64, Punjab"
MXA,MARAUDA,Chhattisgarh,SECR,21.15958,81.35973,"Bhilai, Chhattisgarh"
ER08,Kalinagar,West Bengal,ER,,,"State Highway 6, West Bengal"
BQF,BARAHMUAFI,Uttar Pradesh,WCR,25.039892,81.009932,"Uttar Pradesh, Uttar Pradesh"
DOE,DEORI,Madhya Pradesh,WCR,23.298434999999998,80.009808,"Jabalpur, Madhya Pradesh"
DRHI,DAGARHKERI,Madhya Pradesh,WCR,22.0812732116,76.8264017633,"State Highway 15, Madhya Pradesh"
DGN,DONGARGAON,Madhya Pradesh,CR,21.641314,76.36406699999999,"Borgaon, Madhya Pradesh"
KBSN,KASBE-SUKENE,,,20.072296,74.02714900000001,
KW,KHERVADI,,,20.046948,73.973978,
ODHA,ODHA,,,20.01601,73.910456,
NK,NASIK ROAD,,,19.947627,73.841897,
LT,LAHAVIT,,,19.852905,73.815119,
KJMG,KANJUR MARG,,,19.128181,72.928041,
GC,GHATKOPAR,,,19.085984999999997,72.908591,
LTT,LOKMANYA TILAK TERM,,,19.070320000000002,72.89173899999999,
DRB,Debari,Rajasthan,NWR,24.606987,73.805352,"Debari, Rajasthan"
FAP,FAKHARPUR HALT,Uttar Pradesh,NR,28.846965,77.293521,"Fakharpur, Uttar Pradesh"
DSA,DELHI SHAHDARA,Delhi NCT,NR,28.673098,77.293154,"Circular Rd, Delhi NCT"
GZT,GHAZIPUR GHAT,Uttar Pradesh,NER,25.600279999999998,83.60480199999999,"Ghazipur, Uttar Pradesh"
PGN,PERUGAMANI,Tamil Nadu,SR,10.889271,78.54751,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu"
DMV,DIMAPUR,Nagaland,NFR,25.905701999999998,93.72781599999999,"Dimapur, Nagaland"
DWF,DUDH SAGAR WATER FALLS,Karnataka,SWR,15.31333714,74.31403358,"National Highway 4A, Karnataka"
FSG,PHURSUNGI,Maharashtra,CR,18.455828999999998,74.026016,"Phursungi, Maharashtra"
FLU,Phulia,West Bengal,ER,23.229896999999998,88.49634,"Fulia, West Bengal"
DPS,Dangoaposi,Jharkhand,SER,22.167964,85.59273,"Nurda, Jharkhand"
DZKT,Durga Chak Town,West Bengal,SER,22.066831,88.136032,"Haldia, West Bengal"
EPR,Mumbai Elphinstone Road,Maharashtra,WR,19.00694,72.835426,"Mumbai, Maharashtra"
ELL,Eraligu,Assam,NFR,24.665398,92.33263099999999,"Eraligu, Assam"
DLN,DILDARNAGAR JN,,,25.419424,83.668324,
DNWH,Daniyawan Bazar Halt,Bihar,?,25.4345036206,85.2908951074,"Daniawan, Bihar"
AHM,AHIMANPUR,Uttar Pradesh,NER,25.252404,82.511544,"St Ravidas Nagar, Uttar Pradesh"
FA,FALNA,Rajasthan,NWR,25.235808,73.23495299999999,"Falna, Rajasthan"
DODH,Dodh,Punjab,NR,30.841607,74.52193700000001,"State Highway 20, Punjab"
DRGJ,DARAGANJ,Uttar Pradesh,NER,25.44265,81.87998999999999,"Allahabad, Uttar Pradesh"
DQN,Dhanera,Gujarat,NWR,24.506528,72.032364,"Dhanera, Gujarat"
DUMK,Dumka,Jharkhand,ER,24.289527,87.254975,"Dumka, Jharkhand"
SRGM,SRIRANGAM,,,10.857918,78.696348,
GOC,PONMALAI GOLDEN ROCK,,,10.791837,78.709755,
DZK,Durgachak,West Bengal,SER,22.082011,88.15527399999999,"Haldia, West Bengal"
TPTN,TIRUCHIRAPALI TOWN,,,10.829084,78.702834,
UKV,UTTAMARKOVIL,,,10.877948,78.702346,
BXS,PICHCHANDARKOVL,,,10.881112,78.720236,
VLDE,VALADI,,,10.872869000000001,78.757917,
MAND,MANDURAI,,,10.873068,78.78619599999999,
LLI,LALGUDI,,,10.875733,78.813672,
KTTR,KATTUR,,,10.895833999999999,78.855173,
PMB,PULLAMBADI,,,10.940214,78.91757299999999,
KKPM,KALLAKKUDI PLGH,,,10.966118999999999,78.948759,
KLGM,KALLAGAM,,,11.0256145326,79.00542629819999,
SLTH,SILLAKKUDI,,,11.095633418,79.0368619916,
ALU,ARIYALUR,,,11.150035,79.06831799999999,
OTK,OTTAKOVIL,,,11.222726000000002,79.109674,
VER,VELLUR HALT,,,11.242453000000001,79.13844999999999,
SNDI,SENDURAI,,,11.256462,79.168778,
MTUR,MATHUR,,,11.318107,79.20580299999999,
ICG,ICHCHANGADU,,,11.371003803499999,79.2197551199,
PNDM,PENNADAM,,,11.397962999999999,79.219978,
TLNR,TALANALLUR,,,11.436374,79.24125000000001,
VRT,VRIDDHACHALM TN,,,11.482273000000001,79.279462,
DPD,DOSAPADU,Andhra Pradesh,SCR,16.468807,80.938771,"Krishna, Andhra Pradesh"
GAMI,Gogameri,Rajasthan,NWR,29.160244032368652,75.03507563844323,"MDR 18, Rajasthan"
GANI,GHARNI,Maharashtra,?,18.476969999999998,76.758368,"MSH3, Maharashtra"
DVN,DEVTHANA,Maharashtra,SCR,19.274562,77.689981,"Nanded, Maharashtra"
DXH,DUHAI,Uttar Pradesh,NR,28.730283,77.480363,"Uttar Pradesh, Uttar Pradesh"
DWLE,Dhauni,Bihar,ER,25.010329682000002,86.9930409827,"Dhauni, Bihar"
DUI,DHURI JN,Punjab,NR,30.372740999999998,75.86660300000001,"Dhuri, Punjab"
FPS,Fatehpur Shekhawati,Rajasthan,NWR,28.000728000000002,74.971043,"Fatehpur, Rajasthan"
DWJ,DWARKAGANJ,Uttar Pradesh,NR,26.316418,82.109076,"Sultanpur, Uttar Pradesh"
DI,DOMBIVILI,,,19.218218,73.0869,
VK,VIKHROLI,,,19.11196,72.928312,
VVH,VIDYAVIHAR,,,19.079258,72.897181,
VGN,VANGAON,Maharashtra,WR,19.882845,72.76318500000001,"Thane, Maharashtra"
GALG,GoldingGanj,Bihar,?,,,"GoldingGanj, Bihar"
EKR,Ekangarsarai,Bihar,ECR,25.2224815,85.2322638,"Ekangar Sarai, Bihar"
GGN,GURGAON,Haryana,NR,28.489165,77.010739,"Gurgaon, Haryana"
DTW,DATEWAS,Punjab,NR,29.893255,75.616682,"Bareta, Punjab"
NAI,Nangi,West Bengal,ER,22.500255999999997,88.223984,"Kolkata, West Bengal"
FN,Farukhnagar,Haryana,NR,28.467066,76.828486,"Gurgaon, Haryana"
GDL,GONDAL,Gujarat,WR,21.972471,70.79558800000001,"Gondal, Gujarat"
GAH,Gawnaha,Bihar,ECR,27.269838999999997,84.52017599999999,"Pashchim Champaran, Bihar"
GAL,GHATLA,Rajasthan,NWR,27.731813000000002,76.628452,"State Highway 14, Rajasthan"
AI,ADIPUR,Gujarat,WR,23.077052700000003,70.0786586,"Dist. Kachchh, Gujarat"
CHG,MUMBAI CHINCHPOKLI,Maharashtra,CR,18.986789,72.832659,"Mumbai, Maharashtra"
DWZ,Dantewara,Chhattisgarh,ECoR,18.907733,81.35453600000001,"Dantewada, Chhattisgarh"
DXR,DIGSAR,Gujarat,WR,22.712403000000002,71.499375,"State Highway 17, Gujarat"
FTD,Fatehabad Chowk Junction,Madhya Pradesh,WR,23.009106,75.673338,"Indore, Madhya Pradesh"
DZB,Dahina Zainabad,Haryana,NWR,28.291078574500002,76.39169434200001,"Tumna Rd, Haryana"
TMLP,TIRUMALPUR,Tamil Nadu,SR,12.956333,79.67348799999999,"Tirumalpur, Tamil Nadu"
CJE,KANCHIPURAM EAST,Tamil Nadu,SR,12.841137186300001,79.7120436792,"Kanchipuram, Tamil Nadu"
DUJ,DUBRAJPUR,West Bengal,ER,23.803358,87.378973,"Dubrajpur, West Bengal"
DGU,DIGARU,Assam,NFR,26.173306,91.977861,"Digaru, Assam"
BRHU,BARAHU,Assam,NFR,26.1204333815,92.1395124182,"National Highway 37, Assam"
DML,DHARAMTUL,Assam,NFR,26.189127,92.36716,"Dharamtul, Assam"
BHGP,Bhagirathpur,Uttar Pradesh,NER,27.326628,83.38771,"National Highway 29, Uttar Pradesh"
DHRY,DHALPUKHURI,Assam,NFR,25.981050999999997,92.880626,"Hojai Rd, Assam"
BRLF,BAR LANGFER S,Assam,NFR,25.755626,93.225136,"Lumding, Assam"
SLX,SELENG HAT,Assam,NFR,26.783438032899998,94.4827626898,"National Highway 61, Assam"
DBRG,DIBRUGARH,Assam,NFR,27.463606565899997,94.93525791020001,"Dibrugarh, Assam"
DIL,DILAWARNAGAR,,,26.9601891,80.6674744,
NDJ,NANDGANJ,Uttar Pradesh,NER,25.54457,83.396867,"National Highway 29, Uttar Pradesh"
DYU,DIYURI,Uttar Pradesh,NER,28.603253,79.87601000000001,"Diyuri, Uttar Pradesh"
JAT,JAMMU TAWI,Jammu and Kashmir,NR,32.706975,74.880117,"Jammu Cantt, Jammu and Kashmir"
KNDI,KANDRORI,Himachal Pradesh,NR,32.184403,75.668807,"District Kangra Pin- 176402, Himachal Pradesh"
DYP,Daryapur,Uttar Pradesh,NR,26.182799,81.248588,"National Highway 24B, Uttar Pradesh"
BMK,BIRANG KHERA,Punjab,NWR,29.9125697133,74.63586428650001,"MDR 105, Punjab"
DHRR,DHIRERA,Rajasthan,NWR,28.363519,73.616355,"Bikaner, Rajasthan"
CBN,CHIT BARAGAON,Uttar Pradesh,NER,25.744108999999998,84.00154,"Chitbaragaon, Uttar Pradesh"
CPR,CHHAPRA,,,25.788320000000002,84.725004,
DRI,DUMRI JUARA,,,25.748425,84.869395,
SEE,SONPUR JN,,,25.696849,85.16685100000001,
FRDH,Faridaha Halt,Uttar Pradesh,NER,25.557959,83.12602199999999,"Aunrihar, Uttar Pradesh"
KLL,KALOL JN,Gujarat,WR,23.244576000000002,72.50363,"Kalol, Gujarat"
DNW,DANGARWA,Gujarat,WR,23.401485,72.44125299999999,"Jagudan, Gujarat"
CHP,CHHAPI,Gujarat,WR,24.034518000000002,72.40022099999999,"Banaskantha, Gujarat"
SOH,SIROHI ROAD,Rajasthan,NWR,24.791042,73.039834,"Pindwara, Rajasthan"
TN,TUTICORIN,Tamil Nadu,SR,8.806109000000001,78.15535899999999,"Thoothukudi, Tamil Nadu"
GBA,GARHBETA,West Bengal,SER,22.844562,87.320972,"Medinipur, West Bengal"
ELM,ELIMALA,Kerala,SR,12.0686868024,75.2308476031,"Kannur District, Kerala"
GARA,Garha,Bihar,ECR,26.426289,85.52096599999999,"NH 77, Bihar"
GJN,Gajner,Rajasthan,NWR,27.9358522,73.0615538,"National Highway 15, Rajasthan"
GIA,Garia,West Bengal,ER,22.465958999999998,88.404673,"Kolkata, West Bengal"
ERL,ERANIEL,Tamil Nadu,SR,8.212549,77.308161,"Kanyakumari, Tamil Nadu"
VRI,VRIDHACHALAM JN,,,11.534965,79.316073,
MPLY,MEPPULIYUR,,,11.676385,79.30663799999999,
PRKL,PARIKKAL,,,11.778527,79.370923,
KGZ,KARUNGUZHI,,,12.531918999999998,79.91149,
PNDP,PANDILLAPALLI,Andhra Pradesh,SCR,17.171933,80.17023400000001,"Pandillapalli Railway Station, Andhra Pradesh"
GLV,GULVANCHI,Maharashtra,CR,17.172707,75.05678,"Jath Rd, Maharashtra"
GHH,GARHI HARSARU,Haryana,NR,28.43755,76.929697,"Gurgaon, Haryana"
GOP,GOP JAM,Gujarat,WR,22.0539696502,69.90809078,"State Highway 27, Gujarat"
GDZ,Gundardehi,Chhattisgarh,SECR,20.948836,81.302351,"Gundardehi, Chhattisgarh"
GDB,GIDDARBAHA,Punjab,NR,30.201319,74.663342,"Giddarbaha, Punjab"
GJW,Gajuwala,Punjab,NR,29.585509000000002,75.871735,"State Highway 2, Punjab"
GMIA,GUMIA,,ECR,23.802650999999997,85.82892199999999,
GDHA,GODHA,Uttar Pradesh,NR,28.005897,78.141225,"Godha, Uttar Pradesh"
GHUM,Ghoom,West Bengal,NFR,27.008643,88.254223,"Darjeeling, West Bengal"
GNPT,Ganpatpura,Gujarat,WR,,,"Gujarat, Gujarat"
LRJ,LAKSAR JN,,,29.754037999999998,78.019628,
GSDH,GARSANDA HALT,Jharkhand,ECR,25.142617,86.011307,"Garsanda, Jharkhand"
GELA,Ghadela Halt,Madhya Pradesh,SECR,21.714043999999998,78.888017,"State Highway 19, Madhya Pradesh"
GHQ,GARHWA,Jharkhand,ECR,24.1751953,83.8132154,"Garhwa, Jharkhand"
GDV,GUDIVADA JN,Andhra Pradesh,SCR,16.429888,80.987594,"Krishna District, Andhra Pradesh"
GNDI,GONDWALI,Madhya Pradesh,WCR,24.217437999999998,82.519981,"Bargawa, Madhya Pradesh"
KEI,KASHI,,,25.326563999999998,83.031939,
BBRM,BABA BHAGWAN RAM HALT,,,25.315887671800002,83.0384061804,
VYN,VYASNAGAR,,,25.29701,83.071351,
GNK,Garhnokha,Bihar,ECR,25.09724423,84.12283778,"State Highway 12, Bihar"
BHBV,BLOCK HUT B,,,25.274869,83.102203,
BSB,VARANASI JN,,,25.327281,82.986468,
DKI,DHARMKUNDI,Madhya Pradesh,WCR,22.5120383739,77.5510144354,"Hoshangabad, Madhya Pradesh"
NGL,NANGAL,Uttar Pradesh,NR,29.832554,77.62227,"Saharanpur, Uttar Pradesh"
MOZ,MUZAFFARNAGAR,Uttar Pradesh,NR,29.468689,77.707807,"MuzaffarNagar, Uttar Pradesh"
DRLA,DAURALA,Uttar Pradesh,NR,29.114015000000002,77.70616000000001,"Meerut, Uttar Pradesh"
MDNR,MODINAGAR,Uttar Pradesh,NR,28.827907,77.571716,"Ghaziabad, Uttar Pradesh"
BRI,BHIRINGI,Madhya Pradesh,WCR,22.227752,76.941024,"Harda, Madhya Pradesh"
GEDE,Gede,West Bengal,ER,23.491197,88.786737,"R 748, West Bengal"
THK,THAKRULI,,,19.225768000000002,73.09767799999999,
GHE,GHEVRA,Delhi NCT,NR,28.691982000000003,76.99853599999999,"Ghevra, Delhi NCT"
GHA,GOLEHWALA,Punjab,NR,30.789872,74.70440599999999,"Golehwala, Punjab"
GAW,Gainjahwa,Uttar Pradesh,NER,27.4546557588,82.24506478820001,"MDR 10E, Uttar Pradesh"
GNZ,Gahndran Halt,Punjab,NR,31.117935,75.424279,"Malsian Rd, Punjab"
MGSO,MGSO,,,,,
GH,GHUGHULI,Uttar Pradesh,NER,27.0539516142,83.7137745453,"Ghughli Bazar, Uttar Pradesh"
DLWS,DLWS,,,,,
SJGH,SARAI JAGDISH,Uttar Pradesh,NER,25.30009,82.365134,"National Highway 2, Uttar Pradesh"
KARD,KAMAN ROAD,Maharashtra,CR,19.33655,72.919123,"Section 2, Maharashtra"
GOV,Govindpuri,Uttar Pradesh,NCR,,,"Kanpur, Uttar Pradesh"
AML,AMALSAD,Gujarat,WR,20.811373000000003,72.956092,"Amalsad, Gujarat"
GPLG,Gopalpurgram,West Bengal,ER,,,"Contai Nandakumar Rd, West Bengal"
GQD,Gourdaha Halt,West Bengal,ER,,,"Gourdaha, West Bengal"
GTQ,Gumtali Halt,Punjab,NR,31.065852,75.636453,"Gumtali, Punjab"
GLD,Ghelda,Gujarat,WR,23.3616934176,72.20310172849999,"State Highway 133, Gujarat"
LRJC,LAKSAR NORTH CABIN,,,29.767009,78.00175999999999,
GCT,GHAZIPUR CITY,Uttar Pradesh,NER,25.583144,83.568045,"Ghazipur, Uttar Pradesh"
GIS,Garhi Sandra,Rajasthan,NCR,26.668256,77.76513,"Dholpur, Rajasthan"
GUV,GURUVAYUR,Kerala,SR,10.596896,76.045457,"Guruvayoor 0487-2556820, Kerala"
EOCM,EOCM,,,25.315812,83.196038,
KCA,KUCHMAN,,,25.318877999999998,83.21503,
SLD,SAKALDIHA,,,25.331472,83.289193,
TLAM,TULSI ASHRAM,,,25.3422743391,83.35123571720001,
DHA,DHEENA,,,25.354392,83.423069,
DTVL,DATIVLI,Maharashtra,CR,19.187012,73.059049,"Kalyan Shilphata Rd, Maharashtra"
KLMG,KALAMBOLI GOODS,Maharashtra,CR,19.035116,73.11494900000001,"Navi Mumbai, Maharashtra"
BHCL,BAHORA CHANDIL,,,25.364918,83.489726,
ZNA,ZAMANIA,,,25.373856,83.54365,
DRV,DARAULI,,,25.393753,83.60180199999999,
USK,USIA KHAS,,,25.434324,83.706967,
PEN,PEN,Maharashtra,CR,18.735604455900003,73.0867978516,"Pen, Maharashtra"
GKA,Gokhula,Bihar,ECR,27.069813,84.53976300000001,"Dhaminaha, Bihar"
CMC,CHEMANCHERI,Kerala,SR,11.405279,75.720039,"Dist. Kozhikode, Kerala"
ETR,ELATTUR,Kerala,SR,11.346337,75.741119,"Kozhikode district, Kerala"
GPBN,Gandhi Park Halt,,?,18.652065999999998,77.893393,
CLT,KOZHIKODE,Kerala,SR,11.246234,75.780407,"Calicut, Kerala"
FK,FEROK,Kerala,SR,11.174972200000001,75.8302845,"Feroke, Kerala"
PGI,PARPANANGADI,Kerala,SR,11.045910000000001,75.861006,"Parappanangadi, Kerala"
BPZA,BHARATHAPUZHA H,,,10.758913999999999,76.290829,
VTK,VALLATHOL NAGAR,,,10.731563,76.280933,
BWH,BHADAURA,,,25.4504253,83.738354,
GIO,Goriyan,Rajasthan,NWR,27.547928,75.26559,"National Highway 11, Rajasthan"
GLA,GARLA,Andhra Pradesh,SCR,17.487076,80.139236,"Garla, Andhra Pradesh"
GOD,GIDARPINDI,Punjab,NR,31.152633,75.12451399999999,"Jalandhar, Punjab"
GVH,Govind Garh,Rajasthan,NCR,27.499556,76.98805800000001,"Govindgarh, Rajasthan"
GRB,GARHDHRUBESWAR,West Bengal,SER,23.509341,86.617006,"Purulia, West Bengal"
GNW,Gangiwara,Madhya Pradesh,CR,22.097988,78.846139,"Chhindwara, Madhya Pradesh"
PHLG,PHLG,,,,,
GRI,GURIYA,Rajasthan,NWR,25.998261,73.955291,"Pali, Rajasthan"
HBE,Habibpur,West Bengal,ER,23.211966999999998,88.538423,"National Highway 34, West Bengal"
GWV,GOWDAVALLI,Andhra Pradesh,SCR,17.609541,78.46819099999999,"Rangareddy, Andhra Pradesh"
GLGT,Golaghat,Assam,NFR,26.508626,93.9611898,"Golaghat, Assam"
MDRR,MADHAVNAGAR ROA,Madhya Pradesh,WCR,23.7866102083,80.3948243298,"Madhavnagar, Madhya Pradesh"
GMD,GURAMKHEDI,Madhya Pradesh,WCR,22.682206476,78.0778207251,"Sohagpur, Madhya Pradesh"
HGA,Hogla,West Bengal,ER,22.255044,88.452384,"Hogla H, West Bengal"
BGTA,BAGRA TAWA,Madhya Pradesh,WCR,22.6307113,77.9937073,"Bagra Tawa, Madhya Pradesh"
AIA,AJARAKA,Rajasthan,NWR,27.959391,76.56420899999999,"Ajaraka, Rajasthan"
GNJ,GUNJI,Karnataka,SWR,15.5431155625,74.47936741759999,"Belagavi, Karnataka"
H,Venkatagiri Kote Halt,Karnataka,SWR,,,"Venkatagiri Kote, Karnataka"
GPB,GHATPRABHA,Karnataka,SWR,16.240718896,74.7598229541,"Ghatprabha, Karnataka"
GTRA,GOTRA HALT,Uttar Pradesh,NR,28.807889,77.30096,"Gotra, Uttar Pradesh"
GLTA,GAHLOTA,Rajasthan,NWR,26.6723715203,74.967556543,"Kishangarh, Rajasthan"
GNA,GONEANA,Punjab,NR,30.318715,74.90948,"Goniana, Punjab"
GJS,Gajsinghpur,Rajasthan,NWR,29.658053,73.436739,"State Highway 3, Rajasthan"
GJUT,GANGSAR JAITU,Punjab,NR,30.445082000000003,74.87951100000001,"Jaitu, Punjab"
GUS,GHUMASAN,Gujarat,WR,23.378698999999997,72.449853,"State Highway 41, Gujarat"
GSD,Ghosunda,Rajasthan,NWR,24.871222,74.53452700000001,"Chittaurgarh, Rajasthan"
HBP,HARPAR BOCHAHA,Bihar,ECR,25.6034373373,85.75716073,"Pagra Rd, Bihar"
MRLA,MARIYAL GANGAVA,,,,,
GLE,Gajulaguden,Andhra Pradesh,SCR,17.609727,80.657904,"Gajulaguden, Andhra Pradesh"
GOPG,Gopalganj,Bihar,NER,26.454202,84.43554700000001,"Harkhua, Bihar"
GOK,GOKARNA ROAD,Karnataka,KR,14.582791,74.36719699999999,"Uttara Kannada, Karnataka"
CS,KANNUR SOUTH,Kerala,SR,11.866899,75.400253,"Kannur, Kerala"
GNL,Gongle,Maharashtra,SECR,21.222011000000002,80.147349,"Gondia, Maharashtra"
ETK,ETAKKOT,Kerala,SR,11.806194999999999,75.44379699999999,"NH 17, Kerala"
GQN,Garhani,Bihar,ECR,25.4118931462,84.5696156628,"Garhani, Bihar"
GNC,Gandhinagar Capital,Gujarat,WR,23.233379,72.62916200000001,"Gandhinagar, Gujarat"
HJO,Harangajao,Assam,NFR,,,"North Cachar Hills, Assam"
GUA,Gua,Jharkhand,SER,22.218519,85.381896,"Kiriburu, Jharkhand"
HKH,Haranya Kheri,Madhya Pradesh,WR,22.583661,75.776745,"National Highway 3, Madhya Pradesh"
GVL,Gudlavalleru,Andhra Pradesh,SCR,16.348371,81.046037,"Gudlavalleru, Andhra Pradesh"
GWYR,Greenways Road,Tamil Nadu,SR,13.0202759,80.25171539,"Chennai, Tamil Nadu"
GSP,Gurdaspur,Punjab,NR,32.044111,75.420769,"Gurdaspur, Punjab"
HKD,Hailakandi,Assam,?,24.680276000000003,92.56789,"Hailakandi, Assam"
GNPR,Gunupur,Orissa,ECoR,19.069058897799998,83.8099599005,"Gunupur, Orissa"
GULR,GULER,Himachal Pradesh,NR,32.004278,76.151266,"State Highway 22, Himachal Pradesh"
GSW,GURSAR SHNEWALA,Punjab,NWR,30.138926513900003,74.8861198969,"Bagwali, Punjab"
HRD,Harsud,Madhya Pradesh,WCR,,,"Harsud, Madhya Pradesh"
